date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:03	21/21	---M-Z	200	added ('OK')	text/plain	date:Mon,%2022%20Nov%202021%2008:46:01%20GMT	https://gringo-template.webflow.io/robots.txt		(from )
14:16:03	21089/21089	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:02%20GMT	https://gringo-template.webflow.io/	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/index.html	(from )
14:16:05	212185/212185	---M-Z	200	added ('OK')	text/css	etag:%22d6048b7c4eca2aad43b481a8fe9bdf1d%22	https://assets.website-files.com/60cc0ce7858143ba7e80ab3c/css/gringo-template.webflow.25f168eca.css	E:/Web%20Development/new%20webs/new/assets.website-files.com/60cc0ce7858143ba7e80ab3c/css/gringo-template.webflow.25f168eca.css	(from https://gringo-template.webflow.io/)
14:16:05	31631/31631	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:03%20GMT	https://gringo-template.webflow.io/home/home-1	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/home/home-1.html	(from https://gringo-template.webflow.io/)
14:16:05	50560/50560	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:03%20GMT	https://gringo-template.webflow.io/home/home-2	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/home/home-2.html	(from https://gringo-template.webflow.io/)
14:16:05	34103/34103	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:04%20GMT	https://gringo-template.webflow.io/home/home-3	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/home/home-3.html	(from https://gringo-template.webflow.io/)
14:16:06	30279/30279	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:04%20GMT	https://gringo-template.webflow.io/about/company	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/about/company.html	(from https://gringo-template.webflow.io/)
14:16:06	40712/40712	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:04%20GMT	https://gringo-template.webflow.io/about/company-2	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/about/company-2.html	(from https://gringo-template.webflow.io/)
14:16:06	30422/30422	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:04%20GMT	https://gringo-template.webflow.io/about/company-3	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/about/company-3.html	(from https://gringo-template.webflow.io/)
14:16:06	22336/22336	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2008:46:04%20GMT	https://gringo-template.webflow.io/portfolio/work-1	E:/Web%20Development/new%20webs/new/gringo-template.webflow.io/portfolio/work-1.html	(from https://gringo-template.webflow.io/)
