date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:33	21/21	---M-Z	200	added ('OK')	text/plain	date:Mon,%2022%20Nov%202021%2009:22:31%20GMT	https://byra.webflow.io/robots.txt		(from )
14:52:33	84282/84282	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:22:31%20GMT	https://byra.webflow.io/	E:/Web%20Development/new%20webs/byre/byra.webflow.io/index.html	(from )
14:52:35	266740/266740	---M-Z	200	added ('OK')	text/css	etag:%224c5fcebf77446436e380e5fd977dae8b%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/css/byra.webflow.c2bcf963e.css	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/css/byra.webflow.c2bcf963e.css	(from https://byra.webflow.io/)
14:52:35	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	E:/Web%20Development/new%20webs/byre/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://byra.webflow.io/)
14:52:35	941/941	---M--	200	added ('OK')	image/jpeg	etag:%22a4b20c3288ed044eff1dcec93601ccc9%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd538c90cd4b0_favicon32x32.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd538c90cd4b0_favicon32x32.jpg	(from https://byra.webflow.io/)
14:52:36	4679/4679	---M--	200	added ('OK')	image/jpeg	etag:%225e5698be7e19bdf81a6d88dabb0433c4%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd55d2f0cd4b1_favicon256x256.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd55d2f0cd4b1_favicon256x256.jpg	(from https://byra.webflow.io/)
14:52:38	17142/17142	---M--	200	added ('OK')	image/jpeg	etag:%22b7b64d7b235d9ca355e66cbdfd70c19c%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd53fe00cd47a_about-us3.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd53fe00cd47a_about-us3.jpg	(from https://byra.webflow.io/)
14:52:38	234542/234542	---M--	200	added ('OK')	image/jpeg	etag:%22291b56d7b91b965af13096c396624dce%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd5b1270cd478_about-us.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd5b1270cd478_about-us.jpg	(from https://byra.webflow.io/)
14:52:39	69347/69347	---M--	200	added ('OK')	image/jpeg	etag:%22ce6bbe4feb1016632d04b7ed3a4d0c42%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd529120cd479_about-us2.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd529120cd479_about-us2.jpg	(from https://byra.webflow.io/)
14:52:39	190108/190108	---M--	200	added ('OK')	image/jpeg	etag:%22740d4d8c16e7ca766de083464ce8795e%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd532f70cd4a3_featuredproject-(1).jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd532f70cd4a3_featuredproject-(1).jpg	(from https://byra.webflow.io/)
14:52:39	52489/52489	---M--	200	added ('OK')	image/jpeg	etag:%2272f7b05e6022856687d4f18ed94c341a%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd52a750cd47b_portfolio1lsx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd52a750cd47b_portfolio1lsx.jpg	(from https://byra.webflow.io/)
14:52:40	92690/92690	---M--	200	added ('OK')	image/jpeg	etag:%227648781f2a77bbdc1b116c219c333efa%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd57bbd0cd487_portfolio1ldx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd57bbd0cd487_portfolio1ldx.jpg	(from https://byra.webflow.io/)
14:52:40	217233/217233	---M--	200	added ('OK')	image/jpeg	etag:%22a6de789aa1aa27cd54df19ee0ab91b76%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd595bd0cd481_portfolio2lsx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd595bd0cd481_portfolio2lsx.jpg	(from https://byra.webflow.io/)
14:52:40	115593/115593	---M--	200	added ('OK')	image/jpeg	etag:%22cdd1fe0ab6c5d669f8fe401a7f00ed2e%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd568fd0cd488_portfolio2ldx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd568fd0cd488_portfolio2ldx.jpg	(from https://byra.webflow.io/)
14:52:40	23519/23519	---M--	200	added ('OK')	image/jpeg	etag:%2254a46b4dd4a2b374e6404a78e40c8bc8%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd588eb0cd482_portfolio3lsx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd588eb0cd482_portfolio3lsx.jpg	(from https://byra.webflow.io/)
14:52:41	26793/26793	---M--	200	added ('OK')	image/jpeg	etag:%2253d4fec235848a310f2900f26e3bc3a6%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd53ecc0cd489_portfolio3ldx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd53ecc0cd489_portfolio3ldx.jpg	(from https://byra.webflow.io/)
14:52:41	18375/18375	---M--	200	added ('OK')	image/jpeg	etag:%223afebfdc160b366dfe66c367f623f4ab%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd5b6850cd483_portfolio4lsx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd5b6850cd483_portfolio4lsx.jpg	(from https://byra.webflow.io/)
14:52:41	38363/38363	---M--	200	added ('OK')	image/jpeg	etag:%22597c25c17da4d48914b8070f8bfb7e4a%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd5aedb0cd48a_portfolio4ldx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd5aedb0cd48a_portfolio4ldx.jpg	(from https://byra.webflow.io/)
14:52:42	36345/36345	---M--	200	added ('OK')	image/jpeg	etag:%22e52f1b7db8c60394057ecb24997febf4%22	https://assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd566420cd484_portfolio5lsx.jpg	E:/Web%20Development/new%20webs/byre/assets.website-files.com/5f5f94343affd51e900cd45c/5f5f94343affd566420cd484_portfolio5lsx.jpg	(from https://byra.webflow.io/)
