date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:06:02	21/21	---M-Z	200	added ('OK')	text/plain	date:Mon,%2022%20Nov%202021%2009:36:00%20GMT	https://agencyper.webflow.io/robots.txt		(from )
15:06:02	56588/56588	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:00%20GMT	https://agencyper.webflow.io/	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/index.html	(from )
15:06:04	317028/317028	---M-Z	200	added ('OK')	text/css	etag:%225e6aa635c3043c013dd8bc63bfe36e02%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/css/agencyper.webflow.3bf77262d.css	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/css/agencyper.webflow.3bf77262d.css	(from https://agencyper.webflow.io/)
15:06:05	505/505	---M--	200	added ('OK')	image/png	etag:%225cbad8b89e610031028e1a9dec42a7b7%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32ae151edff5f_favicon.png	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32ae151edff5f_favicon.png	(from https://agencyper.webflow.io/)
15:06:05	3798/3798	---M--	200	added ('OK')	image/png	etag:%225f577e3712eda1832d2f043a847c1084%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a965cedff64_webclip.png	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a965cedff64_webclip.png	(from https://agencyper.webflow.io/)
15:06:05	12544/12544	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:04%20GMT	https://agencyper.webflow.io/homepage/demo-1	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/homepage/demo-1.html	(from https://agencyper.webflow.io/)
15:06:06	17936/17936	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:04%20GMT	https://agencyper.webflow.io/homepage/demo-2	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/homepage/demo-2.html	(from https://agencyper.webflow.io/)
15:06:06	64573/64573	---M--	200	added ('OK')	image/jpeg	etag:%22f8fa506a0d96067015624dcfcf81e5f4%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a606dedfff4_Home_1.jpg	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a606dedfff4_Home_1.jpg	(from https://agencyper.webflow.io/)
15:06:06	26144/26144	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:05%20GMT	https://agencyper.webflow.io/homepage/demo-3	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/homepage/demo-3.html	(from https://agencyper.webflow.io/)
15:06:06	99524/99524	---M--	200	added ('OK')	image/jpeg	etag:%22cc33552c44c79544e496853fb581b317%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a95e3edfff5_Home_2.jpg	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a95e3edfff5_Home_2.jpg	(from https://agencyper.webflow.io/)
15:06:07	13268/13268	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:05%20GMT	https://agencyper.webflow.io/homepage/demo-4	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/homepage/demo-4.html	(from https://agencyper.webflow.io/)
15:06:07	85440/85440	---M--	200	added ('OK')	image/jpeg	etag:%22de6b083ee7f5d5650f14dfc980fcffd6%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a6983edfff6_Home_9.jpg	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a6983edfff6_Home_9.jpg	(from https://agencyper.webflow.io/)
15:06:07	22538/22538	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:06%20GMT	https://agencyper.webflow.io/homepage/demo-5	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/homepage/demo-5.html	(from https://agencyper.webflow.io/)
15:06:07	87652/87652	---M--	200	added ('OK')	image/jpeg	etag:%2235865fcb4824fa7c5c9e0440a890e93b%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32aa496edfff7_Home_4.jpg	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32aa496edfff7_Home_4.jpg	(from https://agencyper.webflow.io/)
15:06:08	12856/12856	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:06%20GMT	https://agencyper.webflow.io/homepage/demo-6	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/homepage/demo-6.html	(from https://agencyper.webflow.io/)
15:06:08	85492/85492	---M--	200	added ('OK')	image/jpeg	etag:%22df136c88924151c9b903dc273c041e3e%22	https://assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a7c8dee0026_Home_5.jpg	E:/Web%20Development/new%20webs/agencyper/assets.website-files.com/6130aa3116b32a3a9aedff03/6130aa3116b32a7c8dee0026_Home_5.jpg	(from https://agencyper.webflow.io/)
15:06:08	16197/16197	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:36:07%20GMT	https://agencyper.webflow.io/homepage/demo-7	E:/Web%20Development/new%20webs/agencyper/agencyper.webflow.io/homepage/demo-7.html	(from https://agencyper.webflow.io/)
