date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:37:49	21/21	---M-Z	200	added ('OK')	text/plain	date:Mon,%2022%20Nov%202021%2009:07:48%20GMT	https://pofo-template.webflow.io/robots.txt		(from )
14:37:49	59734/59734	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:07:48%20GMT	https://pofo-template.webflow.io/	E:/Web%20Development/new%20webs/pofo/pofo-template.webflow.io/index.html	(from )
14:37:51	161743/161743	---M-Z	200	added ('OK')	text/css	etag:%2241997dbcdb459fc49fa7612be3d7ac4f%22	https://assets.website-files.com/61322765a1ef5761d157e67c/css/pofo-template.webflow.a377da8ed.css	E:/Web%20Development/new%20webs/pofo/assets.website-files.com/61322765a1ef5761d157e67c/css/pofo-template.webflow.a377da8ed.css	(from https://pofo-template.webflow.io/)
14:37:52	1670/1670	---M--	200	added ('OK')	image/jpeg	etag:%220d81d3ae82808fc2fbbe70fcd2c78402%22	https://assets.website-files.com/61322765a1ef5761d157e67c/61322765a1ef5709c757e6bc_master-fav-dark.jpg	E:/Web%20Development/new%20webs/pofo/assets.website-files.com/61322765a1ef5761d157e67c/61322765a1ef5709c757e6bc_master-fav-dark.jpg	(from https://pofo-template.webflow.io/)
14:37:53	11546/11546	---M--	200	added ('OK')	image/jpeg	etag:%222fea11b2dfe80a8cfb001951448c032d%22	https://assets.website-files.com/61322765a1ef5761d157e67c/61322765a1ef57043d57e6b7_master-logo-dark.jpg	E:/Web%20Development/new%20webs/pofo/assets.website-files.com/61322765a1ef5761d157e67c/61322765a1ef57043d57e6b7_master-logo-dark.jpg	(from https://pofo-template.webflow.io/)
14:37:54	101118/101118	---M--	200	added ('OK')	image/png	etag:%22d52c5d8739028f82ccdb0f3a0f09fdbb%22	https://assets.website-files.com/61322765a1ef5761d157e67c/61361e29652529f22c668b86_logo.png	E:/Web%20Development/new%20webs/pofo/assets.website-files.com/61322765a1ef5761d157e67c/61361e29652529f22c668b86_logo.png	(from https://pofo-template.webflow.io/)
14:37:54	518/518	---M--	200	added ('OK')	image/png	etag:%22f1fbd50b6b667f6cff94953dc89bd7c1%22	https://assets.website-files.com/61322765a1ef5761d157e67c/613727207f809d38099603cf_GlyphRemove_D%402x.png	E:/Web%20Development/new%20webs/pofo/assets.website-files.com/61322765a1ef5761d157e67c/613727207f809d38099603cf_GlyphRemove_D@2x.png	(from https://pofo-template.webflow.io/)
14:37:54	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Mon,%2022%20Nov%202021%2009:07:53%20GMT	https://pofo-template.webflow.io/checkout	E:/Web%20Development/new%20webs/pofo/pofo-template.webflow.io/checkout	(from https://pofo-template.webflow.io/)
14:37:55	43373/43373	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2009:07:53%20GMT	https://pofo-template.webflow.io/pages/pricing	E:/Web%20Development/new%20webs/pofo/pofo-template.webflow.io/pages/pricing.html	(from https://pofo-template.webflow.io/)
14:37:55	262847/262847	---M--	200	added ('OK')	image/jpeg	etag:%2264f195d95128f43999f82388a9e62d3a%22	https://assets.website-files.com/61322765a1ef5761d157e67c/613638f6b8e40c4f0bd71229_photo-9.jpg	E:/Web%20Development/new%20webs/pofo/assets.website-files.com/61322765a1ef5761d157e67c/613638f6b8e40c4f0bd71229_photo-9.jpg	(from https://pofo-template.webflow.io/)
